event_id,timestamp,cloud_provider,resource_type,action,actor_type,actor_name,source_ip,region,mfa_used,outcome,severity,risk_score,session_duration_s,anomaly_label
evt-0010932,2025-05-11T10:36:51Z,aws,kms:Key,CreateBucket,user,user-0108,10.0.83.213,eu-central-1,True,Success,low,4.48,5907.0,0
evt-0010933,2025-05-11T10:38:15Z,gcp,container.clusters,storage.buckets.delete,service_account,svc-account-028,192.168.1.211.61,us-central1,True,Success,low,17.94,,0
evt-0010934,2025-05-11T10:42:55Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Resources/deployments/write,user,user-0026,10.0.206.34,northeurope,False,Success,low,21.24,24916.0,0
evt-0010935,2025-05-11T10:54:22Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Compute/virtualMachines/write,user,user-0058,192.168.1.237.240,westeurope,True,Success,low,12.19,8171.0,0
evt-0010936,2025-05-11T10:55:57Z,aws,iam:User,RunInstances,assumed_role,assumed-role/deploy-role-005,192.168.1.44.227,us-east-2,False,Success,low,29.51,26148.0,0
evt-0010937,2025-05-11T10:58:17Z,azure,Microsoft.Sql/servers,Microsoft.Network/networkSecurityGroups/write,api_key,user-0125,10.0.176.251,eastus,True,Success,low,9.07,,0
evt-0010938,2025-05-11T10:59:58Z,aws,ec2:Instance,RunInstances,user,user-0016,10.0.150.193,eu-west-1,True,Success,low,15.75,22525.0,0
evt-0010939,2025-05-11T11:01:31Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,assumed_role,assumed-role/deploy-role-019,192.168.1.24.56,southeastasia,True,Failure,medium,40.28,15339.0,0
evt-0010940,2025-05-11T11:13:21Z,gcp,compute.instances,iam.serviceAccounts.keys.create,service_account,svc-account-005,192.168.1.93.73,europe-west1,False,Success,low,35.24,,0
evt-0010941,2025-05-11T11:15:42Z,aws,elb:LoadBalancer,TerminateInstances,service_account,svc-account-029,172.17.3.83,us-east-2,False,Success,low,8.34,,0
evt-0010942,2025-05-11T11:19:04Z,aws,iam:User,PutBucketPublicAccessBlock,user,user-0102,192.168.1.230.1,eu-central-1,False,Success,low,16.5,17014.0,0
evt-0010943,2025-05-11T11:34:52Z,aws,lambda:Function,CreateBucket,root,root,10.1.80.1,ap-southeast-1,True,Success,high,62.46,,0
evt-0010944,2025-05-11T11:43:40Z,aws,cloudtrail:Trail,DeleteRole,service_account,svc-account-009,10.1.109.122,us-east-2,True,Success,low,32.01,,0
evt-0010945,2025-05-11T11:43:45Z,aws,elb:LoadBalancer,ModifyInstanceAttribute,user,user-0060,10.1.159.56,us-west-2,True,Success,medium,31.29,7709.0,0
evt-0010946,2025-05-11T11:48:40Z,azure,Microsoft.KeyVault/vaults,Microsoft.Authorization/roleAssignments/write,service_account,svc-account-025,192.168.0.210.190,southeastasia,False,Success,high,98.31,,1
evt-0010947,2025-05-11T11:53:01Z,aws,elb:LoadBalancer,DeleteUser,service_account,svc-account-008,10.1.26.76,us-east-2,True,Success,medium,18.22,,0
evt-0010948,2025-05-11T12:20:44Z,aws,iam:Role,AuthorizeSecurityGroupIngress,user,user-0012,10.0.85.174,us-east-2,True,Success,low,35.12,6408.0,0
evt-0010949,2025-05-11T12:22:05Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Compute/virtualMachines/write,user,user-0057,192.168.0.184.160,southeastasia,False,Success,low,15.76,26545.0,0
evt-0010950,2025-05-11T12:23:39Z,aws,iam:Role,CreateKeyPair,user,user-0028,10.1.131.70,ap-southeast-1,True,Success,low,10.46,14031.0,0
evt-0010951,2025-05-11T12:24:50Z,aws,kms:Key,RunInstances,service_account,svc-account-016,172.16.238.147,us-east-1,True,Failure,low,9.76,,0
evt-0010952,2025-05-11T12:25:42Z,azure,Microsoft.Sql/servers,Microsoft.Storage/storageAccounts/write,service_account,svc-account-003,10.1.152.95,northeurope,True,Failure,medium,29.29,,0
evt-0010953,2025-05-11T12:26:37Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Authorization/roleAssignments/write,assumed_role,assumed-role/deploy-role-003,172.17.50.34,eastus,True,Success,medium,63.33,24185.0,0
evt-0010954,2025-05-11T12:27:47Z,aws,elb:LoadBalancer,PutBucketPublicAccessBlock,user,user-0125,192.168.1.240.135,eu-west-1,False,Success,medium,22.55,25580.0,0
evt-0010955,2025-05-11T12:29:17Z,gcp,storage.buckets,resourcemanager.projects.setIamPolicy,service_account,svc-account-003,172.16.228.125,europe-west1,True,Success,medium,49.01,,0
evt-0010956,2025-05-11T12:30:59Z,aws,ec2:Instance,TerminateInstances,assumed_role,assumed-role/deploy-role-013,172.17.73.15,ap-southeast-1,False,Success,low,28.67,23160.0,0
evt-0010957,2025-05-11T12:51:17Z,aws,rds:Instance,RunInstances,assumed_role,assumed-role/deploy-role-006,10.0.253.65,us-east-1,True,Denied,medium,43.73,14839.0,0
evt-0010958,2025-05-11T12:52:21Z,azure,Microsoft.Web/sites,Microsoft.Compute/disks/write,assumed_role,assumed-role/deploy-role-002,192.168.1.223.89,northeurope,True,Denied,low,41.13,18533.0,0
evt-0010959,2025-05-11T12:58:20Z,azure,Microsoft.KeyVault/vaults,Microsoft.Authorization/roleAssignments/write,assumed_role,assumed-role/deploy-role-006,10.1.188.145,southeastasia,True,Success,medium,57.66,19712.0,0
evt-0010960,2025-05-11T12:58:44Z,azure,Microsoft.KeyVault/vaults,Microsoft.Compute/virtualMachines/write,api_key,user-0114,10.0.45.196,westus2,True,Success,medium,26.46,,0
evt-0010961,2025-05-11T13:01:24Z,gcp,iam.serviceAccounts,iam.serviceAccounts.create,assumed_role,assumed-role/deploy-role-015,172.17.159.25,us-central1,False,Denied,medium,48.27,3373.0,0
evt-0010962,2025-05-11T13:16:05Z,aws,iam:Role,AuthorizeSecurityGroupIngress,user,user-0040,172.16.2.165,us-west-2,True,Success,low,32.55,1494.0,0
evt-0010963,2025-05-11T13:23:05Z,aws,iam:User,DescribeInstances,user,user-0044,10.1.150.43,eu-central-1,False,Success,medium,32.62,8401.0,0
evt-0010964,2025-05-11T13:48:20Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/roleAssignments/write,user,user-0060,172.17.235.100,westus2,False,Success,medium,45.53,10396.0,0
evt-0010965,2025-05-11T13:54:05Z,aws,iam:User,CreateUser,assumed_role,assumed-role/deploy-role-015,172.16.17.198,us-east-1,False,Success,medium,44.77,7430.0,0
evt-0010966,2025-05-11T13:58:05Z,aws,kms:Key,DescribeInstances,user,user-0065,172.16.19.164,us-west-2,True,Success,low,14.77,13224.0,0
evt-0010967,2025-05-11T14:08:35Z,gcp,iam.serviceAccounts,storage.buckets.setIamPolicy,service_account,svc-account-002,10.1.160.171,asia-east1,True,Success,low,29.12,,0
evt-0010968,2025-05-11T14:18:35Z,gcp,container.clusters,storage.buckets.delete,assumed_role,assumed-role/deploy-role-007,172.16.207.120,europe-west1,False,Success,medium,38.91,8227.0,0
evt-0010969,2025-05-11T14:34:45Z,gcp,iam.serviceAccounts,compute.instances.delete,api_key,user-0025,172.16.193.251,europe-west1,True,Success,low,14.79,,0
evt-0010970,2025-05-11T14:54:09Z,aws,elb:LoadBalancer,AttachRolePolicy,assumed_role,assumed-role/deploy-role-007,192.168.0.12.202,eu-west-1,False,Success,high,57.26,1220.0,0
evt-0010971,2025-05-11T14:54:26Z,aws,lambda:Function,DescribeInstances,user,user-0046,172.17.31.47,ap-southeast-1,True,Success,low,16.08,23695.0,0
evt-0010972,2025-05-11T15:06:09Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/policyAssignments/write,root,root,172.16.52.195,eastus,True,Success,medium,53.43,,0
evt-0010973,2025-05-11T15:11:34Z,aws,s3:Bucket,PutBucketPublicAccessBlock,user,user-0027,10.0.28.53,us-east-2,True,Success,low,21.31,19045.0,0
evt-0010974,2025-05-11T15:24:08Z,azure,Microsoft.Sql/servers,Microsoft.Storage/storageAccounts/write,service_account,svc-account-027,172.16.137.78,westus2,True,Success,low,19.98,,0
evt-0010975,2025-05-11T15:25:06Z,aws,iam:User,PutBucketPublicAccessBlock,user,user-0093,172.16.19.98,ap-southeast-1,True,Failure,low,11.86,11497.0,0
evt-0010976,2025-05-11T15:25:18Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/roleAssignments/write,service_account,svc-account-001,172.17.65.173,westus2,True,Success,medium,55.28,,0
evt-0010977,2025-05-11T15:30:24Z,gcp,compute.instances,storage.buckets.create,user,user-0125,192.168.0.253.196,asia-east1,True,Success,low,17.07,7983.0,0
evt-0010978,2025-05-11T15:33:36Z,aws,kms:Key,AttachRolePolicy,api_key,user-0124,10.0.39.174,us-west-2,False,Success,high,37.66,,0
evt-0010979,2025-05-11T15:35:46Z,azure,Microsoft.KeyVault/vaults,Microsoft.Web/sites/write,service_account,svc-account-009,10.0.78.40,eastus,True,Success,critical,52.73,,0
evt-0010980,2025-05-11T15:37:07Z,aws,iam:Role,DeleteBucket,assumed_role,assumed-role/deploy-role-010,192.168.1.6.50,ap-southeast-1,False,Success,medium,42.72,587.0,0
evt-0010981,2025-05-11T15:43:49Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Storage/storageAccounts/write,service_account,svc-account-024,192.168.1.52.175,northeurope,False,Failure,low,13.04,,0
evt-0010982,2025-05-11T15:46:14Z,aws,iam:User,RunInstances,service_account,svc-account-009,192.168.0.50.200,eu-west-1,False,Denied,medium,42.2,,0
evt-0010983,2025-05-11T15:52:17Z,azure,Microsoft.Storage/storageAccounts,Microsoft.KeyVault/vaults/secrets/read,user,user-0071,192.168.1.4.116,eastus,False,Success,medium,23.47,7004.0,0
evt-0010984,2025-05-11T15:57:29Z,aws,lambda:Function,AuthorizeSecurityGroupIngress,user,user-0023,192.168.0.44.140,eu-central-1,True,Denied,low,44.44,4189.0,0
evt-0010985,2025-05-11T16:00:44Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Authorization/roleAssignments/write,user,user-0008,172.17.208.247,northeurope,True,Success,low,33.15,12283.0,0
evt-0010986,2025-05-11T16:06:50Z,aws,vpc:SecurityGroup,AuthorizeSecurityGroupIngress,assumed_role,assumed-role/deploy-role-002,10.0.48.102,us-west-2,True,Success,low,51.62,12459.0,0
evt-0010987,2025-05-11T16:16:59Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Compute/disks/write,service_account,svc-account-007,10.1.50.79,southeastasia,True,Success,low,19.08,,0
evt-0010988,2025-05-11T16:20:43Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Resources/deployments/write,service_account,svc-account-027,192.168.1.238.36,southeastasia,False,Denied,low,20.72,,0
evt-0010989,2025-05-11T16:20:48Z,aws,iam:User,DeleteUser,user,user-0035,172.16.201.85,us-east-1,True,Denied,low,22.24,17178.0,0
evt-0010990,2025-05-11T16:28:39Z,aws,elb:LoadBalancer,DescribeInstances,service_account,svc-account-005,10.0.13.40,us-west-2,True,Success,high,39.14,,0
evt-0010991,2025-05-11T16:29:11Z,aws,ec2:Instance,ModifyInstanceAttribute,user,user-0004,192.168.1.80.9,eu-central-1,False,Denied,critical,70.7,7805.0,0
evt-0010992,2025-05-11T16:31:02Z,aws,vpc:SecurityGroup,PutBucketPublicAccessBlock,service_account,svc-account-006,172.16.228.129,us-east-2,False,Success,high,51.74,,0
evt-0010993,2025-05-11T16:33:36Z,aws,iam:Role,CreateRole,user,user-0020,192.168.1.223.185,us-east-1,True,Failure,high,39.15,14432.0,0
evt-0010994,2025-05-11T16:35:04Z,aws,lambda:Function,PutBucketPublicAccessBlock,user,user-0097,10.0.72.183,us-east-2,False,Denied,low,31.52,6744.0,0
evt-0010995,2025-05-11T16:39:38Z,aws,vpc:SecurityGroup,RunInstances,user,user-0019,192.168.0.251.214,eu-west-1,False,Success,low,16.02,22101.0,0
evt-0010996,2025-05-11T16:40:14Z,aws,elb:LoadBalancer,CreateBucket,user,user-0124,172.16.138.58,us-east-2,False,Success,low,19.69,16011.0,0
evt-0010997,2025-05-11T16:45:25Z,gcp,iam.serviceAccounts,logging.sinks.delete,api_key,user-0073,10.0.236.62,asia-east1,False,Failure,medium,45.72,,0
evt-0010998,2025-05-11T16:57:00Z,aws,ec2:Instance,DescribeInstances,service_account,svc-account-018,192.168.0.223.194,eu-west-1,True,Success,low,17.92,,0
evt-0010999,2025-05-11T16:57:03Z,aws,elb:LoadBalancer,CreateRole,user,user-0096,192.168.1.35.21,eu-west-1,True,Success,low,8.68,14932.0,0
evt-0011000,2025-05-11T17:03:38Z,azure,Microsoft.Sql/servers,Microsoft.Resources/deployments/write,assumed_role,assumed-role/deploy-role-004,10.1.182.70,eastus,True,Success,medium,33.8,8723.0,0
evt-0011001,2025-05-11T17:17:54Z,aws,lambda:Function,RunInstances,user,user-0083,192.168.0.9.97,us-west-2,True,Success,medium,28.97,19430.0,0
evt-0011002,2025-05-11T17:21:34Z,gcp,container.clusters,compute.instances.insert,assumed_role,assumed-role/deploy-role-006,192.168.1.13.146,europe-west1,False,Failure,low,25.74,8578.0,0
evt-0011003,2025-05-11T17:26:46Z,aws,iam:User,AuthorizeSecurityGroupIngress,user,user-0078,172.16.182.149,us-east-2,True,Success,high,67.28,5219.0,0
evt-0011004,2025-05-11T17:36:34Z,azure,Microsoft.KeyVault/vaults,Microsoft.KeyVault/vaults/secrets/read,api_key,user-0121,10.0.176.65,westeurope,True,Success,high,47.02,,0
evt-0011005,2025-05-11T17:37:09Z,aws,elb:LoadBalancer,CreateKeyPair,user,user-0011,10.0.31.143,eu-central-1,True,Success,low,13.88,20790.0,0
evt-0011006,2025-05-11T17:38:50Z,aws,lambda:Function,CreateBucket,user,user-0077,192.168.1.164.30,us-east-2,True,Success,high,40.99,8678.0,0
evt-0011007,2025-05-11T17:46:33Z,aws,ec2:Instance,CreateUser,assumed_role,assumed-role/deploy-role-006,192.168.0.231.81,ap-southeast-1,False,Success,low,26.21,27044.0,0
evt-0011008,2025-05-11T17:55:15Z,aws,cloudtrail:Trail,DescribeInstances,user,user-0100,172.16.122.233,eu-central-1,True,Success,low,15.59,3624.0,0
evt-0011009,2025-05-11T17:55:22Z,aws,elb:LoadBalancer,TerminateInstances,assumed_role,assumed-role/deploy-role-003,172.17.116.125,us-west-2,True,Success,low,35.01,7573.0,0
evt-0011010,2025-05-11T17:55:28Z,aws,iam:User,DescribeInstances,user,user-0044,10.0.28.142,us-west-2,True,Success,low,16.05,9625.0,0
evt-0011011,2025-05-11T18:08:33Z,aws,rds:Instance,RunInstances,service_account,svc-account-001,172.17.223.166,ap-southeast-1,False,Success,low,13.03,,0
evt-0011012,2025-05-11T18:11:15Z,aws,cloudtrail:Trail,PutBucketPublicAccessBlock,user,user-0133,172.16.154.81,eu-west-1,False,Success,low,26.89,21428.0,0
evt-0011013,2025-05-11T18:13:29Z,gcp,container.clusters,storage.buckets.delete,user,user-0003,192.168.1.179.103,europe-west1,True,Success,medium,24.43,2684.0,0
evt-0011014,2025-05-11T18:18:50Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Storage/storageAccounts/write,assumed_role,assumed-role/deploy-role-013,172.16.48.206,eastus,True,Success,medium,37.97,2368.0,0
evt-0011015,2025-05-11T18:20:36Z,azure,Microsoft.Compute/virtualMachines,Microsoft.KeyVault/vaults/secrets/read,user,user-0038,172.16.182.3,westeurope,True,Failure,medium,27.7,16405.0,0
evt-0011016,2025-05-11T18:22:42Z,aws,rds:Instance,PutBucketPublicAccessBlock,user,user-0115,192.168.0.187.248,us-east-1,True,Success,medium,30.08,10200.0,0
evt-0011017,2025-05-11T18:27:15Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Storage/storageAccounts/write,assumed_role,assumed-role/deploy-role-018,192.168.1.11.191,eastus,True,Denied,low,43.37,1335.0,0
evt-0011018,2025-05-11T18:27:31Z,aws,rds:Instance,GetSecretValue,user,user-0109,192.168.0.97.208,eu-west-1,True,Failure,low,10.32,20984.0,0
evt-0011019,2025-05-11T18:29:08Z,azure,Microsoft.Web/sites,Microsoft.Resources/deployments/write,service_account,svc-account-018,192.168.0.44.18,eastus,True,Success,low,21.69,,0
evt-0011020,2025-05-11T18:33:08Z,aws,kms:Key,DisableCloudtrailLogging,user,user-0008,192.168.0.21.17,eu-central-1,True,Success,high,100.0,8401.0,1
evt-0011021,2025-05-11T18:34:26Z,azure,Microsoft.KeyVault/vaults,Microsoft.Web/sites/write,service_account,svc-account-025,192.168.0.244.27,westeurope,True,Success,low,8.19,,0
evt-0011022,2025-05-11T18:35:05Z,aws,s3:Bucket,TerminateInstances,assumed_role,assumed-role/deploy-role-015,172.17.54.63,us-east-1,True,Success,low,21.92,7130.0,0
evt-0011023,2025-05-11T18:36:45Z,aws,iam:Role,GetSecretValue,user,user-0012,172.17.11.98,ap-southeast-1,True,Success,low,19.6,22465.0,0
evt-0011024,2025-05-11T18:39:14Z,azure,Microsoft.KeyVault/vaults,Microsoft.Compute/virtualMachines/write,service_account,svc-account-004,192.168.0.217.202,eastus,True,Denied,low,16.75,,0
evt-0011025,2025-05-11T18:46:25Z,aws,ec2:Instance,RunInstances,api_key,user-0089,172.17.200.213,eu-west-1,True,Failure,low,19.04,,0
evt-0011026,2025-05-11T18:49:49Z,gcp,container.clusters,storage.buckets.delete,root,root,10.1.199.98,australia-southeast1,True,Success,low,34.37,,0
evt-0011027,2025-05-11T18:54:34Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Network/networkSecurityGroups/write,user,user-0103,172.17.202.67,westus2,True,Failure,high,44.27,10488.0,0
evt-0011028,2025-05-11T18:56:31Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Resources/deployments/write,user,user-0119,10.0.54.99,westeurope,False,Success,low,21.11,18208.0,0
evt-0011029,2025-05-11T18:56:48Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Compute/virtualMachines/write,user,user-0091,10.0.54.196,westeurope,True,Success,medium,13.64,25476.0,0
evt-0011030,2025-05-11T19:00:37Z,gcp,iam.serviceAccounts,container.clusters.create,service_account,svc-account-029,192.168.1.172.210,europe-west1,False,Success,medium,20.32,,0
evt-0011031,2025-05-11T19:03:27Z,gcp,container.clusters,iam.serviceAccounts.create,service_account,svc-account-007,10.1.1.78,us-central1,False,Failure,low,17.43,,0
evt-0011032,2025-05-11T19:09:37Z,aws,s3:Bucket,DeleteRole,api_key,user-0040,10.0.21.131,eu-west-1,True,Success,low,30.6,,0
evt-0011033,2025-05-11T19:14:40Z,azure,Microsoft.Compute/virtualMachines,Microsoft.KeyVault/vaults/secrets/read,assumed_role,assumed-role/deploy-role-004,172.16.188.142,westus2,True,Failure,low,36.1,16978.0,0
evt-0011034,2025-05-11T19:29:48Z,aws,iam:Role,RunInstances,user,user-0075,172.16.166.129,eu-west-1,True,Success,medium,33.15,26645.0,0
evt-0011035,2025-05-11T19:33:08Z,aws,iam:User,DisableCloudtrailLogging,api_key,user-0022,10.1.101.28,us-east-1,True,Success,medium,42.43,,0
evt-0011036,2025-05-11T19:36:05Z,aws,s3:Bucket,AuthorizeSecurityGroupIngress,assumed_role,assumed-role/deploy-role-011,10.0.175.148,us-east-1,False,Denied,low,51.3,23195.0,0
evt-0011037,2025-05-11T19:37:39Z,aws,ec2:Instance,DescribeInstances,user,user-0127,172.17.195.77,us-east-2,False,Denied,medium,43.76,27287.0,0
evt-0011038,2025-05-11T19:41:18Z,aws,s3:Bucket,DescribeInstances,assumed_role,assumed-role/deploy-role-011,172.16.14.244,us-west-2,True,Success,medium,38.99,16611.0,0
evt-0011039,2025-05-11T19:45:00Z,azure,Microsoft.Web/sites,Microsoft.Authorization/roleAssignments/write,user,user-0033,192.168.0.161.111,eastus,False,Success,medium,46.1,26472.0,0
evt-0011040,2025-05-11T19:48:35Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,api_key,user-0067,203.0.241.151,westeurope,False,Success,medium,75.01,,1
evt-0011041,2025-05-11T19:58:57Z,gcp,iam.serviceAccounts,cloudsql.instances.create,user,user-0047,10.0.211.231,us-east1,False,Success,medium,23.85,21773.0,0
evt-0011042,2025-05-11T20:02:57Z,aws,elb:LoadBalancer,AttachRolePolicy,assumed_role,assumed-role/deploy-role-001,10.0.154.55,ap-southeast-1,True,Denied,low,35.01,10846.0,0
evt-0011043,2025-05-11T20:03:44Z,aws,kms:Key,DescribeInstances,user,user-0096,203.0.1.81,eu-central-1,False,Success,critical,97.03,26419.0,1
evt-0011044,2025-05-11T20:05:15Z,aws,rds:Instance,DeleteUser,service_account,svc-account-002,172.17.29.223,us-east-2,False,Failure,medium,20.4,,0
evt-0011045,2025-05-11T20:05:52Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Network/networkSecurityGroups/write,service_account,svc-account-014,172.17.12.24,eastus,True,Success,low,10.92,,0
evt-0011046,2025-05-11T20:07:42Z,aws,s3:Bucket,CreateRole,user,user-0073,10.0.59.145,ap-southeast-1,False,Failure,low,60.19,24573.0,1
evt-0011047,2025-05-11T20:13:47Z,gcp,compute.instances,storage.buckets.setIamPolicy,service_account,svc-account-006,10.0.96.173,europe-west1,True,Denied,medium,57.96,,0
evt-0011048,2025-05-11T20:20:47Z,azure,Microsoft.KeyVault/vaults,Microsoft.Storage/storageAccounts/write,assumed_role,assumed-role/deploy-role-017,172.16.150.164,southeastasia,True,Success,low,30.43,10776.0,0
evt-0011049,2025-05-11T20:25:17Z,aws,iam:Role,TerminateInstances,service_account,svc-account-005,10.0.155.12,ap-southeast-1,False,Denied,medium,43.18,,0
evt-0011050,2025-05-11T20:35:15Z,gcp,cloudrun.services,compute.instances.delete,user,user-0034,172.17.161.7,asia-east1,True,Success,medium,32.19,9765.0,0
evt-0011051,2025-05-11T20:38:33Z,gcp,cloudrun.services,iam.serviceAccounts.keys.create,user,user-0144,172.17.123.169,asia-east1,False,Success,high,60.89,1822.0,0
evt-0011052,2025-05-11T20:43:24Z,azure,Microsoft.Compute/virtualMachines,Microsoft.KeyVault/vaults/secrets/read,user,user-0105,10.0.207.170,eastus,False,Success,low,24.71,4875.0,0
evt-0011053,2025-05-11T20:46:11Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,service_account,svc-account-015,10.1.5.116,eastus,False,Success,medium,25.49,,0
evt-0011054,2025-05-11T20:47:31Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Network/networkSecurityGroups/write,assumed_role,assumed-role/deploy-role-012,10.1.102.149,northeurope,True,Failure,medium,36.57,18527.0,0
evt-0011055,2025-05-11T20:47:47Z,aws,kms:Key,RunInstances,service_account,svc-account-004,10.1.122.159,eu-central-1,True,Success,low,18.15,,0
evt-0011056,2025-05-11T20:54:14Z,aws,elb:LoadBalancer,CreateUser,assumed_role,assumed-role/deploy-role-006,172.17.162.158,eu-central-1,False,Success,medium,43.53,11490.0,0
evt-0011057,2025-05-11T21:12:51Z,gcp,storage.buckets,compute.instances.delete,service_account,svc-account-019,10.0.254.225,us-central1,False,Success,high,36.94,,0
evt-0011058,2025-05-11T21:15:34Z,aws,cloudtrail:Trail,CreateRole,service_account,svc-account-016,172.16.90.223,us-east-1,True,Success,high,32.08,,0
evt-0011059,2025-05-11T21:27:56Z,aws,ec2:Instance,ModifyInstanceAttribute,user,user-0019,10.0.224.153,eu-central-1,True,Success,low,14.58,14758.0,0
evt-0011060,2025-05-11T21:28:03Z,aws,s3:Bucket,ModifyInstanceAttribute,service_account,svc-account-017,172.16.74.28,eu-west-1,True,Success,low,9.7,,0
evt-0011061,2025-05-11T21:30:36Z,aws,iam:User,CreateBucket,user,user-0103,192.168.0.110.64,us-east-1,True,Denied,high,53.18,9558.0,0
evt-0011062,2025-05-11T21:32:13Z,aws,elb:LoadBalancer,RunInstances,user,user-0024,192.168.0.232.241,ap-southeast-1,False,Failure,low,21.15,27998.0,0
evt-0011063,2025-05-11T21:35:20Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,service_account,svc-account-014,192.168.0.40.63,westus2,True,Success,low,22.21,,0
evt-0011064,2025-05-11T21:51:09Z,aws,elb:LoadBalancer,AuthorizeSecurityGroupIngress,user,user-0089,10.0.249.11,eu-central-1,False,Success,low,34.03,1312.0,0
evt-0011065,2025-05-11T21:55:44Z,azure,Microsoft.Sql/servers,Microsoft.Resources/deployments/write,user,user-0028,172.16.90.28,westeurope,False,Success,medium,21.22,24021.0,0
evt-0011066,2025-05-11T22:17:10Z,gcp,cloudrun.services,storage.buckets.delete,service_account,svc-account-014,172.16.187.39,us-east1,True,Success,high,41.62,,0
evt-0011067,2025-05-11T22:32:22Z,aws,ec2:Instance,AttachRolePolicy,service_account,svc-account-007,10.1.32.227,us-east-1,True,Success,low,7.38,,0
evt-0011068,2025-05-11T22:32:42Z,aws,elb:LoadBalancer,DeleteRole,user,user-0036,192.168.0.195.105,us-east-1,True,Success,low,35.33,21398.0,0
evt-0011069,2025-05-11T22:38:59Z,aws,lambda:Function,DescribeInstances,user,user-0037,192.168.0.65.197,eu-west-1,False,Success,low,16.59,23177.0,0
evt-0011070,2025-05-11T22:47:20Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,assumed_role,assumed-role/deploy-role-006,192.168.1.250.147,northeurope,True,Success,low,36.07,16921.0,0
evt-0011071,2025-05-11T22:49:45Z,azure,Microsoft.Sql/servers,Microsoft.KeyVault/vaults/delete,assumed_role,assumed-role/deploy-role-018,172.17.58.237,northeurope,True,Success,low,47.02,22702.0,0
evt-0011072,2025-05-11T22:55:01Z,aws,ec2:Instance,AttachRolePolicy,assumed_role,assumed-role/deploy-role-017,192.168.1.245.3,us-east-1,False,Success,low,25.83,12844.0,0
evt-0011073,2025-05-11T23:04:48Z,aws,ec2:Instance,CreateUser,user,user-0124,172.17.81.221,us-west-2,False,Success,medium,30.37,5356.0,0
evt-0011074,2025-05-11T23:13:26Z,aws,ec2:Instance,CreateBucket,user,user-0135,192.168.0.213.188,eu-central-1,False,Failure,medium,24.06,27784.0,0
evt-0011075,2025-05-11T23:14:36Z,aws,ec2:Instance,CreateKeyPair,user,user-0010,192.168.1.228.43,us-east-1,True,Success,medium,26.66,9451.0,0
evt-0011076,2025-05-11T23:20:59Z,gcp,iam.serviceAccounts,compute.instances.insert,api_key,user-0070,192.168.0.56.153,us-central1,True,Success,low,10.01,,0
evt-0011077,2025-05-11T23:22:52Z,aws,cloudtrail:Trail,AuthorizeSecurityGroupIngress,user,user-0147,172.16.27.240,us-west-2,False,Success,critical,77.07,4130.0,0
evt-0011078,2025-05-11T23:23:52Z,aws,s3:Bucket,CreateRole,user,user-0019,192.168.0.124.236,us-west-2,True,Failure,low,6.09,3697.0,0
evt-0011079,2025-05-11T23:25:03Z,gcp,storage.buckets,compute.instances.insert,user,user-0014,10.0.47.229,us-central1,True,Success,medium,29.43,9176.0,0
evt-0011080,2025-05-11T23:27:52Z,aws,vpc:SecurityGroup,PutPublicAccessBlock,service_account,svc-account-004,192.168.0.220.81,us-east-2,True,Success,low,29.89,,0
evt-0011081,2025-05-11T23:33:15Z,aws,cloudtrail:Trail,DeleteUser,service_account,svc-account-001,172.17.103.65,us-east-2,True,Failure,high,44.27,,0
evt-0011082,2025-05-11T23:34:26Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Compute/virtualMachines/write,service_account,svc-account-025,192.168.1.12.37,westeurope,True,Success,medium,29.61,,0
evt-0011083,2025-05-11T23:37:51Z,aws,s3:Bucket,RunInstances,service_account,svc-account-004,172.17.25.1,eu-central-1,True,Success,low,12.69,,0
evt-0011084,2025-05-11T23:39:01Z,aws,s3:Bucket,AttachRolePolicy,assumed_role,assumed-role/deploy-role-017,10.1.165.47,us-east-2,False,Success,medium,29.38,2068.0,0
